X     .0000 1     .2500     .2500
     .4045    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    6.2844 4     .0808     .4103
     .0000   1.9139   .3342 1921.9 1666.  2.146 3202. 1.400 343.7  11.2939  .921
     .0404   1.8284   .3264 1925.9 1633.  2.175 3177. 1.400 343.1  11.0310  .902
     .0808   1.5718   .3016 1943.2 1527.  2.275 3106. 1.400 341.4  10.2422  .845
     .0809    .8504   .1958 2093.7 1272.  2.685 3106. 1.400 341.4   7.3078  .845
     .1073    .8504   .2011 2066.7 1244.  2.686 3039. 1.400 339.8   7.3157  .792
     .2588    .9749   .1825 1433.9 1630.  1.658 2526. 1.400 327.7   2.9537  .381
     .4103    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    6.5059 4     .1748     .4166
     .0000   1.7956   .3298 1958.3 1586.  2.243 3182. 1.400 343.2  11.5124  .906
     .0582   1.7005   .3163 1934.8 1571.  2.230 3135. 1.400 342.1  10.7244  .868
     .1165   1.4919   .2879 1870.4 1529.  2.196 3003. 1.400 339.0   8.9963  .762
     .1747   1.1968   .2415 1770.0 1481.  2.125 2818. 1.400 334.6   6.5509  .615
     .1748    .8917   .1959 1847.9 1360.  2.315 2818. 1.400 334.6   5.5910  .615
     .2554    .9900   .1821 1427.9 1657.  1.637 2545. 1.400 328.2   2.9253  .396
     .3360    .9900   .1991  614.2 1540.   .736 1707. 1.400 322.9    .4291  .216
     .4166    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    6.7273 4     .3166     .4230
     .0000   1.7561   .3192 1932.3 1605.  2.202 3162. 1.400 342.7  10.8204  .889
     .0604   1.6831   .3116 1914.1 1581.  2.201 3113. 1.400 341.6  10.3262  .851
     .1209   1.5065   .2858 1836.0 1557.  2.137 2980. 1.400 338.4   8.6041  .744
     .1813   1.2902   .2410 1669.1 1603.  1.928 2794. 1.400 334.1   5.8200  .595
     .2417   1.0983   .1915 1402.5 1741.  1.565 2595. 1.400 329.4   3.0362  .436
     .3021    .9947   .1783  979.8 1716.  1.109 2137. 1.400 325.1   1.1542  .292
     .3626    .9900   .2262  522.6 1360.   .668 1481. 1.400 321.8    .3449  .179
     .4230    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    7.0711 5     .1879     .4352
     .0000   1.5495   .2941 1948.4 1541.  2.269 3127. 1.400 341.9  10.0266  .862
     .0626   1.4531   .2817 1933.1 1514.  2.275 3080. 1.400 340.8   9.3921  .824
     .1252   1.2396   .2549 1890.3 1440.  2.291 2951. 1.400 337.8   7.9848  .721
     .1879    .9355   .2108 1833.9 1330.  2.327 2771. 1.400 333.5   5.9819  .577
     .1879    .9807   .2181 1822.2 1348.  2.296 2771. 1.400 333.5   6.1427  .577
     .2703    .9900   .1748 1346.1 1729.  1.512 2519. 1.400 327.6   2.4333  .375
     .3528    .9900   .1958  475.6 1567.   .565 1667. 1.400 322.7    .2397  .209
     .4352    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    7.4148 5     .1238     .4472
     .0000   1.1089   .2314 2005.1 1405.  2.448 3089. 1.400 341.0   8.0968  .832
     .0619   1.1086   .2351 1988.8 1387.  2.448 3048. 1.400 340.1   8.0949  .799
     .1238    .8302   .1906 1969.6 1291.  2.522 2934. 1.400 337.4   6.2069  .707
     .1238    .9616   .2116 1935.9 1347.  2.427 2934. 1.400 337.4   6.7664  .707
     .2316    .9824   .1973 1618.2 1507.  1.938 2639. 1.400 330.4   4.2453  .471
     .3394    .9900   .1909  792.2 1602.   .930 1879. 1.400 323.7    .7398  .246
     .4472    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    7.7583 5     .0001     .4591
     .0000    .7024   .1661 2073.5 1244.  2.695 3050. 1.400 340.1   5.9111  .800
     .0001    .9360   .2037 2010.9 1351.  2.507 3050. 1.400 340.1   7.0357  .800
     .0822    .9774   .2160 1976.7 1336.  2.484 2985. 1.400 338.6   7.2406  .748
     .2079    .9834   .2008 1688.6 1475.  2.039 2703. 1.400 331.9   4.7567  .522
     .3335    .9900   .1858  901.3 1643.  1.043 2001. 1.400 324.4    .9827  .267
     .4591    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    7.7585 5     .0000     .4591
     .0000   1.2235   .2466 1945.8 1459.  2.335 3049. 1.400 340.1   8.1848  .800
     .0000    .9360   .2037 2010.9 1351.  2.507 3049. 1.400 340.1   7.0354  .800
     .0822    .8245   .2031 2057.2 1199.  2.729 2985. 1.400 338.6   7.3058  .748
     .2079    .9036   .1932 1733.5 1409.  2.142 2703. 1.400 331.9   4.7882  .522
     .3335    .9896   .1857  901.6 1643.  1.044 2001. 1.400 324.4    .9827  .267
     .4591    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    7.9510 5     .0938     .4657
     .0000   1.4757   .2766 1859.4 1572.  2.151 3026. 1.400 339.5   8.5204  .781
     .0469   1.3987   .2681 1866.1 1539.  2.183 3006. 1.400 339.1   8.2741  .765
     .0938   1.1676   .2415 1893.3 1432.  2.301 2948. 1.400 337.7   7.5353  .719
     .0938    .9443   .2076 1945.4 1347.  2.438 2948. 1.400 337.7   6.6889  .718
     .2178    .9726   .1982 1662.1 1481.  2.006 2673. 1.400 331.2   4.5232  .498
     .3417    .9900   .1867  845.8 1636.   .982 1951. 1.400 324.1    .8445  .258
     .4657    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    8.1566 5     .1939     .4727
     .0000   1.2920   .2641 1922.1 1443.  2.323 3001. 1.400 338.9   8.6059  .760
     .0646   1.2237   .2491 1891.9 1453.  2.281 2965. 1.400 338.1   7.8021  .732
     .1292   1.1414   .2359 1830.6 1441.  2.224 2867. 1.400 335.8   6.8331  .653
     .1939   1.0529   .2236 1745.8 1416.  2.150 2726. 1.400 332.4   5.7905  .541
     .1939    .9633   .2099 1769.3 1380.  2.207 2726. 1.400 332.4   5.5194  .541
     .2868    .9900   .1712 1295.1 1768.  1.439 2500. 1.400 327.1   2.1672  .360
     .3798    .9900   .1976  451.5 1553.   .539 1643. 1.400 322.6    .2165  .205
     .4727    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    8.3623 5     .3442     .4796
     .0000   1.2307   .2477 1888.3 1469.  2.264 2974. 1.400 338.3   7.7260  .740
     .0685   1.2059   .2460 1872.6 1453.  2.260 2937. 1.400 337.4   7.5257  .710
     .1370   1.1466   .2345 1796.0 1460.  2.170 2835. 1.400 335.0   6.5216  .628
     .2056   1.0757   .2075 1617.4 1563.  1.899 2690. 1.400 331.6   4.5341  .512
     .2741   1.0159   .1755 1325.1 1766.  1.472 2531. 1.400 327.9   2.3706  .385
     .3426    .9900   .1834  870.1 1664.  1.001 1998. 1.400 324.4    .8860  .266
     .4111    .9900   .2311  465.8 1332.   .601 1429. 1.400 321.5    .2742  .170
     .4796    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    8.7060 6     .2025     .4951
     .0000   1.1423   .2384 1887.4 1421.  2.304 2930. 1.400 337.3   7.3716  .704
     .0329   1.1470   .2400 1884.1 1418.  2.303 2922. 1.400 337.1   7.3987  .698
     .0657   1.1516   .2432 1875.4 1407.  2.303 2900. 1.400 336.6   7.4323  .680
     .2025    .9685   .2119 1740.5 1379.  2.176 2685. 1.400 331.5   5.3826  .508
     .2025    .9864   .2146 1735.7 1386.  2.164 2685. 1.400 331.5   5.4358  .508
     .3000    .9900   .1699 1202.5 1783.  1.332 2416. 1.400 326.6   1.7983  .344
     .3976    .9900   .1971  348.0 1558.   .415 1612. 1.400 322.4    .1246  .200
     .4951    .9900   .3167     .0  978.   .000  978. 1.400 319.5    .0000  .100
X    9.0498 6     .1324     .5110
     .0000    .9276   .2076 1912.7 1329.  2.418 2884. 1.400 336.2   6.4400  .667
     .0662    .9262   .2094 1901.9 1318.  2.417 2858. 1.400 335.6   6.4222  .646
     .1324    .8689   .1981 1853.6 1314.  2.366 2784. 1.400 333.8   5.6884  .587
     .1324    .9689   .2141 1827.2 1355.  2.296 2784. 1.400 333.8   6.0521  .587
     .2586    .9875   .1851 1470.2 1623.  1.701 2563. 1.400 328.6   3.1867  .410
